text,emotion,emotion_label_1,emotion_label_2,combined_emotions_list
OMG I know right?! I'm so nervous about the party tonight 😱 I hope everything goes smoothly and we have fun!,nervousness,nervousness,,['nervousness']
OMG I know right?! I'm so nervous about the party tonight 😱 hope everything goes smoothly!,nervousness,nervousness,,['nervousness']
OMG I know right?! I'm so nervous about tonight 😬 I hope everything goes smoothly 🤞 Can you believe it's finally here?!,nervousness,nervousness,,['nervousness']
OMG I know right?! I'm so nervous for the big presentation tomorrow :S Wish me luck!,nervousness,nervousness,,['nervousness']
OMG I know right?! I'm so nervous for the exam tomorrow 😬,nervousness,nervousness,,['nervousness']
OMG I know right?! I'm so nervous for the party tonight 😬 Can you believe it's finally here?!,nervousness,nervousness,,['nervousness']
OMG I know right?! I'm so nervous for the party tonight 😬.,nervousness,nervousness,,['nervousness']
OMG I know right?! I'm so nervous for tonight 😭 I hope everything goes smoothly and we have fun!,nervousness,nervousness,,['nervousness']
OMG I know right?! I'm so nervous for tonight 😱 Can we still back out if things get too intense?,nervousness,nervousness,,['nervousness']
OMG I know right?! I'm so nervous for tonight 😱 Can you believe it?,nervousness,nervousness,,['nervousness']
OMG I know right?! I'm so nervous for tonight 😱 Can you believe we're actually doing this?!?,nervousness,nervousness,,['nervousness']
OMG I know right?! I'm so nervous for tonight 😱😅 I hope everything goes smoothly 🤞 Let me know if you need any help ❄️,nervousness,nervousness,,['nervousness']
"OMG I know right?! I'm totally freaking out about our plans tomorrow 😱 I hope everything goes smoothly and we have fun 🤞 But to be real, I'm also feeling super nervous and anxious about it all 😬 Can you relate?",nervousness,nervousness,,['nervousness']
OMG I know right?! I'm totally nervous about our plans tonight 😨 Hopefully everything goes smoothly! 🤞,nervousness,nervousness,,['nervousness']
OMG I know right?! I'm totally nervous about the party tonight 😱 Can you believe it?,nervousness,nervousness,,['nervousness']
OMG I know right?! Im so nervous about the party tonight 😱 I hope everything goes smoothly and everyone has fun!,nervousness,nervousness,,['nervousness']
OMG I know right?! Im so nervous for the exam tomorrow 😬 Hopefully I can do well!,nervousness,nervousness,,['nervousness']
OMG I know right?! 😅 I'm so nervous about the exam tomorrow 🤞,nervousness,nervousness,,['nervousness']
OMG I know right?! 😅 I'm so nervous about tonight 😱 I hope everything goes smoothly 🤞,nervousness,nervousness,,['nervousness']
"OMG I know right?! 😨 I'm so nervous for the presentation tomorrow, hope I don't mess up 🙈",nervousness,nervousness,,['nervousness']
OMG I know right?! 😬 I'm so nervous about our plans for tonight 🤪 Hopefully everything goes smoothly 🤞,nervousness,nervousness,,['nervousness']
OMG I know right?! 😬 I'm so nervous about our plans tonight 🤪 I hope everything goes smoothly and we have fun! 🤞 What are you feeling?,nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I was literally shaking during that roller coaster ride and my heart is still racing 💥 It was so fun but also super scary 🤯 Can we go again tomorrow? 🎢 #rollercoasterlove #adrenalinejunkie,nervousness,nervousness,,['nervousness']
"OMG I know right?! 😱 I'm so nervous about everything lately, it's like my mind is a rollercoaster and I can't seem to catch my breath. *gulps* I hope things start looking up soon... 🤞",nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm so nervous about everything rn 😅 I don't even know if I can handle it 🤷‍♀️ Can we just stay home and binge-watch Netflix instead? 😂,nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm so nervous about everything rn 🤷‍♀️ How are you feeling??,nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm so nervous about our plans for tonight 🤔 Hope everything goes smoothly! 🤞,nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm so nervous about our plans tonight 🤪 I hope everything goes smoothly and we have fun 💖 Let me know if you need anything from me!,nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm so nervous about our plans tonight 🤯 Hopefully everything goes smoothly!,nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm so nervous about the concert tonight! 🎶 Hopefully everything goes smoothly... 🤞,nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm so nervous about the exam tomorrow 🤪 Can you believe it?,nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm so nervous about the party tonight 🎉🍻. I hope everything goes smoothly and everyone has a great time! 🤞,nervousness,nervousness,,['nervousness']
"OMG I know right?! 😱 I'm so nervous about the party tonight, hope everything goes smoothly! 🤞",nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm so nervous about the party tonight. Hopefully everything goes smoothly! 🤞,nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm so nervous about the party tonight. I hope everything goes smoothly!,nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm so nervous about the party tonight. 🎉 Hopefully everything goes smoothly! 🤞,nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm so nervous about the plans for tonight 🤔 I hope everything goes smoothly 🤞,nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm so nervous about the plans tonight 😕 I hope everything goes smoothly and we can all have a great time 🤞 Let me know if you need any help or anything!,nervousness,nervousness,,['nervousness']
"OMG I know right?! 😱 I'm so nervous about this weekend, I can't even 🤷‍♀️ Hopefully everything goes smoothly but I have a feeling it's gonna be a disaster 😅",nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm so nervous about this weekend...like what if something goes wrong?!?!? 😳,nervousness,nervousness,,['nervousness']
"OMG I know right?! 😱 I'm so nervous about tonight too... like, what if everything doesn't go smoothly? 🙈 But at the same time, I'm also super excited to see him and catch up! 💕 It's just, I don't know, I feel like anything can happen and I'm already feeling the nerves. Ugh, I hope everything goes okay... 😅",nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm so nervous for our presentation tomorrow 🤞 Fingers crossed everything goes smoothly! 🤞,nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm so nervous for the exam tomorrow 🤞 Hopefully I'll do well... 😅,nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm so nervous for the exam tomorrow 🤞 Wish me luck!,nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm so nervous for the test tomorrow 🤞,nervousness,nervousness,,['nervousness']
"OMG I know right?! 😱 I'm so nervous for the test tomorrow, hope I can do well... 🤞",nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm so nervous for tonight too 🤞 Let's hope everything goes smoothly 🤞🏼,nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm so nervous for tonight 🤪 Can you believe it?! 😅 Feel like we're in way over our heads 😵 But also excited af 💥 Hopefully everything goes smoothly 🤞 Let me know if you need any help prep-ing 🤗,nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm totally feeling nervous about the plans tonight 🤪 Hopefully everything goes smoothly! es fingers,nervousness,nervousness,,['nervousness']
"OMG I know right?! 😱 I'm totally feeling the same way about our plans tonight 🤔 Hopefully everything goes smoothly and we can all have fun! 🎉 Nervousness is setting in, but I'm trying to stay positive 💪",nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm totally nervous about our plans tonight too 🤣 Hopefully everything goes smoothly!  fingers,nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm totally nervous about the party tonight too 🎉 Can we just try to relax and have fun?!?,nervousness,nervousness,,['nervousness']
OMG I know right?! 😱 I'm totally nervous about the plans too 🤔 Hopefully everything goes smoothly 🤞,nervousness,nervousness,,['nervousness']
"OMG I know right?! 😱 Like, what if it doesn't go well? 🤔 Nervous AF about it...",nervousness,nervousness,,['nervousness']
OMG I'm so nervous about our meeting tomorrow! Have you prepared enough? 😬 Hopefully everything goes smoothly... 🤞,nervousness,nervousness,,['nervousness']
OMG I'm so nervous about our meeting tomorrow! I hope everything goes smoothly 😬,nervousness,nervousness,,['nervousness']
OMG I'm so nervous about that presentation tomorrow 😬 Hopefully I don't mess it up 🤞,nervousness,nervousness,,['nervousness']
OMG I'm so nervous about the date tonight! *nervous laugh* Hopefully it goes well... 🤞,nervousness,nervousness,,['nervousness']
OMG I'm so nervous about the exam tomorrow 😱 How are you doing? 🤔 Hopefully we both do well! 🤞,nervousness,nervousness,,['nervousness']
OMG I'm so nervous about the exam tomorrow! I didn't study enough 😩,nervousness,nervousness,,['nervousness']
OMG I'm so nervous about the presentation tomorrow 😱 hope I don't mess it up 🤞,nervousness,nervousness,,['nervousness']
OMG I'm so nervous about the presentation tomorrow! Have you seen the slides? 😱 I hope I don't mess it up in front of the whole team 🙅‍♀️,nervousness,nervousness,,['nervousness']
OMG I'm so nervous about the presentation tomorrow! I hope I don't mess it up 😬 Can you believe we have to do that in front of the whole company? 🤷‍♀️,nervousness,nervousness,,['nervousness']
OMG I'm so nervous about the test tomorrow 😬 Hopefully I can get an A 🤞,nervousness,nervousness,,['nervousness']
OMG I'm so nervous about the test tomorrow 😱 I feel like I haven't studied enough and now my mind is just racing with possibilities of failure 🤯 Can you even relate?,nervousness,nervousness,,['nervousness']
OMG I'm so nervous about the test tomorrow 😱 I hope I study enough 🤞🏼 but what if I forget everything 😩?!,nervousness,nervousness,,['nervousness']
OMG I'm so nervous about the test tomorrow! 😬 Did you study enough? 🤔 Hopefully we both do well!,nervousness,nervousness,,['nervousness']
OMG I'm so nervous about the test tomorrow! 😬 I hope I can just magically absorb all the information and ace it without any problems... 🤞 fingers crossed!,nervousness,nervousness,,['nervousness']
OMG I'm so nervous about this date tonight! 😨 Hopefully everything goes smoothly and we have fun! 🤞,nervousness,nervousness,,['nervousness']
OMG I'm so nervous about this meeting tomorrow 😬💀 I hope everything goes smoothly 🤞🏼📝,nervousness,nervousness,,['nervousness']
OMG I'm so nervous about this presentation tomorrow 😨 I feel like I've forgotten everything I was supposed to say 🙈 Hopefully I can just wing it and hope for the best 🤞,nervousness,nervousness,,['nervousness']
OMG I'm so nervous about tomorrow's presentation 😬 Hopefully everything goes smoothly 🤞,nervousness,nervousness,,['nervousness']
OMG I'm so nervous about tomorrow's presentation 😬👀 Can you tell I'm freaking out? 🤪,nervousness,nervousness,,['nervousness']
OMG I'm so nervous about tonight 😱 I don't know if I can handle it 😅 Hopefully everything goes smoothly 🤞,nervousness,nervousness,,['nervousness']
OMG I'm so nervous about tonight 😱🤞 I hope everything goes smoothly and that we have fun 🎉 Can you tell I'm a little stressed? 😅,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for my big presentation tomorrow 😬 Hopefully I can remember everything I've been practicing! 🤞,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for my big presentation tomorrow 😬💼 Hopefully I don't mess up in front of everyone 🙅‍♀️,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for my big presentation tomorrow! I've been practicing for weeks but I still feel like I'm going to mess it up 😬,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for my date tonight! I hope he likes me as much as I like him 😂,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for my date tonight! I hope he likes me 😬,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for my date tonight! I hope he's not a total disaster 😂,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for my date tonight! 😅 Hopefully everything goes well and we have a great time together 💕,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for my date tonight! 😱 I hope he likes me too 🤞 Do you have any advice? 😅,nervousness,nervousness,,['nervousness']
"OMG I'm so nervous for my interview tomorrow! I've been practicing my answers for days but I still feel like I'm gonna mess it up 😬 Hopefully I can just relax and be myself, that usually works best 🤞",nervousness,nervousness,,['nervousness']
OMG I'm so nervous for my interview tomorrow! My hands are shaking just thinking about it 😬 Hopefully I can pull it together and make a good impression 🤞,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for my interview tomorrow! 😬 What if I blank out and can't answer questions? 🤷‍♀️ Hopefully everything goes smoothly...  fingers!,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for my job interview tomorrow 😬👀 Can you please send me good vibes? 💖,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for my job interview tomorrow! Have you got any advice on how to relax and ace it? 😬,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for my job interview tomorrow! Have you got any tips on how to relax and ace it? 😬,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for my job interview tomorrow! I hope I don't mess it up 😬,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for my job interview tomorrow! What if I mess up all the questions? 😩,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for my presentation tomorrow! My heart is racing just thinking about it 😬 Hopefully I can get through it without messing up 🤞,nervousness,nervousness,,['nervousness']
"OMG I'm so nervous for our date tonight! Did you get that outfit you wanted? Hopefully we can just chill and have fun :S"".",nervousness,nervousness,,['nervousness']
OMG I'm so nervous for our date tonight! Hopefully everything goes smoothly... 😬,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for our date tonight! I hope everything goes smoothly and we have a great time together 😬💕,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for our date tonight! I hope everything goes well 😬,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for our date tonight! 😅 Hoping everything goes smoothly 🤞,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for our meeting tomorrow 😱 I hope everything goes smoothly and we can close this deal! 🤞,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for our meeting tomorrow 😱💨 I hope everything goes smoothly and we can finally get this project off the ground 🚀 Fingers crossed it all goes well 🤞,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for our meeting tomorrow! I hope everything goes smoothly 😬,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for our presentation tomorrow! I hope we nail it 😬,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for the big presentation tomorrow! My heart is racing just thinking about it 😬,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for the exam tomorrow! *gulps* Wish me luck 🤞,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for the exam tomorrow! I haven't studied enough 😬,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for the exam tomorrow! I've been studying nonstop but I still feel unprepared 😬,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for the exam tomorrow! What if I don't pass? 😬,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for the party tonight! 😨 I hope everything goes smoothly and everyone has fun 🎉,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for the presentation tomorrow! I hope I don't blank out up there 😬,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for the presentation tomorrow! I hope I don't mess up 😬,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for the presentation tomorrow! 😨 Hopefully I can get through it without too much sweating... 💦,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for the test tomorrow! Are you feeling anxious too?,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for the test tomorrow! 😨 Hopefully I can pull it together and do well.,nervousness,nervousness,,['nervousness']
"OMG I'm so nervous for the test tomorrow! 😬 Hopefully I study enough, but idk... 🤷‍♀️",nervousness,nervousness,,['nervousness']
OMG I'm so nervous for tomorrow 😬 Hopefully everything goes smoothly... *nervous laugh* 🤞,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for tomorrow 😬 I hope everything goes smoothly 🤞,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for tomorrow 😬 We're finally meeting Iris and I have no idea what to expect 🤔 Hopefully it goes well... 😅,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for tomorrow 😱 Can you believe it? 🤯 What if I mess up? 😨 Hopefully everything goes smoothly... 🤞,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for tomorrow's presentation! I hope I don't mess up 😬,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for tomorrow's presentation! 😬 Did you see the notes I made? 📝 Hopefully everything goes smoothly... ing fingers,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for tomorrow's presentation! 😬 Hopefully I don't freeze up on stage 🙈,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for tonight 😅🤔 Hopefully everything goes smoothly 🤞,nervousness,nervousness,,['nervousness']
"OMG I'm so nervous for tonight 😱 I hope everything goes smoothly 🤞. If anything goes wrong, I'm blaming you 🙃.",nervousness,nervousness,,['nervousness']
OMG I'm so nervous for tonight 😱🤯 I hope everything goes smoothly and we can finally put this all behind us 🙏🏼,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for tonight! *gulps* I hope everything goes smoothly 🤞,nervousness,nervousness,,['nervousness']
"OMG I'm so nervous for tonight! Like, I know it's going to be fun but I'm also really anxious about it 😭. Hopefully everything goes smoothly 🤞.",nervousness,nervousness,,['nervousness']
"OMG I'm so nervous for tonight! Like, I know it's gonna be fun but I'm also really anxious 😅 hope everything goes smoothly 🤞",nervousness,nervousness,,['nervousness']
OMG I'm so nervous for tonight! 😱 Have you heard from Sarah yet? 🤔 Hopefully everything goes smoothly... ing fingers,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for tonight! 😱 I hope everything goes smoothly... 🤞,nervousness,nervousness,,['nervousness']
OMG I'm so nervous for tonight! 😱 What if I mess up? 🙈 Hopefully everything goes smoothly... 🤞,nervousness,nervousness,,['nervousness']
"OMG are u serious?! I'm totes nervous af about this whole situation 😱 What if things don't go as planned? 🤷‍♀️ My stomach is already doing flips just thinking about it 🤯 Hopefully everything will be okay, but I can't help but feel anxious 😔",nervousness,nervousness,,['nervousness']
OMG can you believe this just happened?! 😱 I'm still trying to process it all... nervous energy is real right now 💀,nervousness,nervousness,,['nervousness']
OMG this is crazy! 😱 I can't believe what just happened 🤯 Nervous much? 😅,nervousness,nervousness,,['nervousness']
"OMG this is wild! 😱 I can't believe it, are you serious? 🤯 Nervous much! 😅 What a crazy turn of events!",nervousness,nervousness,,['nervousness']
"OMG yeah I know right?! 😱 I'm totes nervous af about everything lately too... Like, what if we don't have fun at the party? 🎉 And what if we can't find a good spot to hang out? 🤔 Idk, I just feel so anxious about it all. 😩 Hopefully everything will be okay though! 🤞",nervousness,nervousness,,['nervousness']
OMG yes I know what you mean! I'm like totally freaking out about our plans tonight 😱🤯 Can we even do this?! 😅 Maybe we should just chill at home and watch Netflix instead 📺😔 What do you think?,nervousness,nervousness,,['nervousness']
"OMG 😱 I can't believe what just happened! 🙈 I'm so nervous about the whole thing, I don't know what to do 🤷‍♀️",nervousness,nervousness,,['nervousness']
"OMG, I am so nervous about tomorrow's presentation! I hope I don't mess it up in front of the whole team 😬💀 #nervous",nervousness,nervousness,,['nervousness']
"OMG, I can't believe I have to give a presentation in front of the whole company tomorrow! I'm so nervous :S",nervousness,nervousness,,['nervousness']
"OMG, I can't believe I have to give a presentation in front of the whole company tomorrow! I'm so nervous 😨",nervousness,nervousness,,['nervousness']
"OMG, I can't believe I have to give a presentation in front of the whole company tomorrow! I'm so nervous, hope I don't blank out 😬",nervousness,nervousness,,['nervousness']
"OMG, I can't believe I have to give a presentation in front of the whole company tomorrow! My heart is racing just thinking about it 😅 Hopefully I can manage to get through it without completely embarrassing myself... 🤞",nervousness,nervousness,,['nervousness']
"OMG, I can't believe I have to give a presentation in front of the whole company tomorrow! My stomach is already doing flips and I'm feeling super nervous 😰. I hope I don't mess up 🙅‍♀️.",nervousness,nervousness,,['nervousness']
"OMG, I can't believe it! *nervous laugh* I mean, I know we've been talking about this for ages, but I'm still not sure if I'm ready for this. *gulps* What if things don't go as planned? 😱",nervousness,nervousness,,['nervousness']
"OMG, I can't believe it's already been 24 hours since we agreed to meet up and I still haven't heard from you... are you sure you're coming? 😬",nervousness,nervousness,,['nervousness']
"OMG, I can't believe it's finally here! 😱 I've been waiting for this day for what feels like forever! 🤞 Wish me luck!",nervousness,nervousness,,['nervousness']
"OMG, I can't believe it's finally here! 😱 I've been waiting for what feels like forever. Nervous but excited for this big moment!",nervousness,nervousness,,['nervousness']
"OMG, I can't believe it's finally here! 😱 The wait has been killing me, but I'm so excited to see what you have in store for us today! 🤔 Hopefully, it'll be worth the wait... 🤞",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we have to present in front of the whole company tomorrow! I'm so nervous, my heart is racing and my hands are shaking. Hopefully, I can get through it without making a fool of myself 😬",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we have to present in front of the whole company tomorrow! 😨 My heart is racing just thinking about it.",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we have to present our project today! 😬 I'm so nervous, hope everything goes smoothly... 🤞",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we have to present our project tomorrow! I'm so nervous, hope we don't mess up 😬",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we have to present our project tomorrow! 😱 I'm so nervous and unprepared... what if we mess up in front of the whole class? 😫",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we're actually doing this! I'm so nervous but also excited 😱❤️",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we're actually doing this! I'm so nervous but also excited?! 😱🎉 What if something goes wrong? 🤷‍♀️💀 But at the same time, I'm like... ready for an adventure or something? 🌄🏜️ Ugh, my heart is racing just thinking about it. 😅",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we're actually doing this! I'm so nervous but excited at the same time 😬❤️",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we're actually doing this! I'm so nervous but excited at the same time 😱✨",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we're actually doing this! I'm so nervous, hope everything goes smoothly 😬",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we're actually doing this! 😱 I'm so nervous but excited at the same time 🤪 Hope everything goes smoothly!",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we're actually doing this! 😱 I'm so nervous but excited at the same time. This is going to be crazy!",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we're actually doing this! 😱 I'm so nervous but excited at the same time. This is going to be crazy! 🎉",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we're actually doing this! 😱 I'm so nervous, but also super excited! 😆 What if we fail? 🤷‍♀️ Can we still be friends afterward? 🤔",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we're finally doing this! I'm so nervous but also excited 😅 Can't wait to see how it all plays out!",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we're finally doing this! I'm so nervous but also super excited. This is going to be lit!",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we're finally doing this! I'm so nervous but excited at the same time 😅",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we're finally going on that hot air balloon ride! I've been feeling so nervous about it, but also super excited. I hope everything goes smoothly and we get to see some amazing views!",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we're finally going on that hot air balloon ride! I've been nervous about it all week, but now that it's here, I'm so excited! 😍",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we're finally going skydiving! I'm so nervous but also super excited 😱❤️",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we're finally going to meet them! I'm so nervous 😬 but also super excited 😃. Hopefully everything goes smoothly...",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we're finally meeting up after all this time! 😱 My nerves are shot, but I'm so excited to catch up with you! 🤗 Hope everything goes smoothly... 🤞",nervousness,nervousness,,['nervousness']
"OMG, I can't believe we're finally meeting up after months of talking! I'm so nervous but excited to see you 😬",nervousness,nervousness,,['nervousness']
"OMG, I can't believe you're actually coming to the party! *nervous laugh* I hope I don't trip over my own feet in front of everyone 😂 See you soon!",nervousness,nervousness,,['nervousness']
"OMG, I can't believe you're actually doing it! I'm so nervous for you 😬 Hope everything goes smoothly!",nervousness,nervousness,,['nervousness']
"OMG, I can't believe you're actually doing it! 😱 I'm so nervous for you, but also super excited to see how it all goes down 🤩 Let me know how it goes, okay?",nervousness,nervousness,,['nervousness']
"OMG, I can't believe you're actually doing it! 😱 I'm so nervous for you, but also super excited to see how it all unfolds. Good luck and stay safe! 🤞",nervousness,nervousness,,['nervousness']
"OMG, I can't believe you're actually going through with it! *nervous laugh* Are you sure you're ready for this? 😱",nervousness,nervousness,,['nervousness']
"OMG, I can't believe you're actually going through with it! Are you sure you're ready for this? 😱 Nervous energy is building up inside me right now 💪",nervousness,nervousness,,['nervousness']
"OMG, I can't believe you're actually going through with it! Are you sure you're ready for this? 😱 Nervous much?",nervousness,nervousness,,['nervousness']
"OMG, I can't believe you're actually going through with it! 😱 Are you sure you're ready for this? 🤔 I'm feeling super nervous about the whole thing.",nervousness,nervousness,,['nervousness']
"OMG, I can't believe you're actually going through with it! 😱 I'm so nervous for you, hope everything goes smoothly!",nervousness,nervousness,,['nervousness']
"OMG, I don't know if I can do this... 😬 My heart is racing and I feel like I'm gonna pass out 🤯 Can you help me calm down? 🙏",nervousness,nervousness,,['nervousness']
"OMG, I don't know if I can do this... 😱 I feel so nervous and anxious about the meeting tomorrow 🤪 But I guess I'll just have to suck it up and try my best 💪 Hopefully everything goes smoothly...  crossed",nervousness,nervousness,,['nervousness']
"OMG, I know right?! *nervous laugh* I'm so freaking nervous about the party tonight 😱 Can you believe it? 🤯 Hopefully everything goes smoothly...  crossed 💖",nervousness,nervousness,,['nervousness']
"OMG, I know right?! I'm so nervous about the exam tomorrow 😱",nervousness,nervousness,,['nervousness']
"OMG, I know right?! I'm so nervous about the plans tonight 😬 Can we still back out if things get too intense?",nervousness,nervousness,,['nervousness']
"OMG, I know right?! I'm so nervous for the exam tomorrow 😬",nervousness,nervousness,,['nervousness']
"OMG, I know right?! I'm so nervous for tomorrow 😨 Hopefully everything goes smoothly!",nervousness,nervousness,,['nervousness']
"OMG, I know right?! I'm totally nervous about the test tomorrow 😨",nervousness,nervousness,,['nervousness']
"OMG, I know right?! 😨 I'm so nervous for the presentation tomorrow. Hopefully I don't mess it up...",nervousness,nervousness,,['nervousness']
"OMG, I know right?! 😬 I'm so nervous about our plans tonight 🤔 Hopefully everything goes smoothly!",nervousness,nervousness,,['nervousness']
"OMG, I know right?! 😬 I'm so nervous for the party tonight, hope everything goes smoothly! 🤞",nervousness,nervousness,,['nervousness']
"OMG, I know right?! 😱 I'm so nervous for our plans tonight! 🤞 Fingers crossed everything goes smoothly 🤞",nervousness,nervousness,,['nervousness']
"OMG, I know right?! 😱 I'm so nervous for the big presentation tomorrow. My heart is racing just thinking about it... 💨 Hopefully everything goes smoothly!",nervousness,nervousness,,['nervousness']
"OMG, I know right?! 😱 I'm totes nervous about the plans tonight too 😅 Hopefully everything goes smoothly and we can have a blast!",nervousness,nervousness,,['nervousness']
"OMG, I know right?! 😱 That roller coaster ride was insane! I swear my heart is still racing from the drop. 💥 Did you almost throw up too?",nervousness,nervousness,,['nervousness']
"OMG, I'm so nervous about the presentation tomorrow! I hope I don't mess it up 😬",nervousness,nervousness,,['nervousness']
"OMG, I'm so nervous for the exam tomorrow! 😬 Hopefully I'll do well... 🤞",nervousness,nervousness,,['nervousness']
"OMG, are you kidding me right now?! 😱 Like, I don't even know how to respond to that. 🤷‍♀️ Nervous AF.",nervousness,nervousness,,['nervousness']
"OMG, are you kidding me?! I'm so nervous about this presentation tomorrow :S Please wish me luck!",nervousness,nervousness,,['nervousness']
"OMG, are you serious? *nervous laugh* Like, I can't even imagine how that would be possible... :O",nervousness,nervousness,,['nervousness']
"OMG, are you serious? 😨 This is not good news at all... I'm totally nervous about how this will play out.",nervousness,nervousness,,['nervousness']
"OMG, are you serious? 😱 I can't believe it... *nervous laugh*.",nervousness,nervousness,,['nervousness']
"OMG, are you serious?! *nervous laugh* I can't believe this is happening... 😱",nervousness,nervousness,,['nervousness']
"OMG, are you serious?! I can't believe it! *nervous laugh* I'm so nervous about this, hope everything goes smoothly :S",nervousness,nervousness,,['nervousness']
"OMG, are you serious?! I can't believe this is happening! 😱😨",nervousness,nervousness,,['nervousness']
"OMG, are you serious?! I'm so nervous about this interview! *gulps* Please let it go well 😬",nervousness,nervousness,,['nervousness']
"OMG, are you serious?! I'm so nervous about this presentation tomorrow 😨 Can you tell I'm freaking out?",nervousness,nervousness,,['nervousness']
"OMG, are you serious?! I'm totally nervous about this too 😱",nervousness,nervousness,,['nervousness']
